libuser,gender,age,award_total_amount
yes,male,47,5998541.253597221
yes,female,47,3899349.809025568
yes,male,52,6602969.502427874
no,female,58,4997370.892690866
no,male,42,4289451.5791523075
no,female,60,5224904.2047170205
yes,male,62,7330848.286234219
no,female,44,5587917.4898578925
no,female,49,3296049.4826925024
yes,male,57,5846556.117472608
no,male,56,4675099.512214225
no,female,59,7477249.9720872855
yes,female,54,4473749.545662261
no,male,53,4197385.352219848
yes,female,50,5608333.16124994
yes,male,49,6184090.189438214
yes,female,56,3875269.0317745367
no,female,54,4877017.872107246
yes,male,61,8244013.945700112
no,male,57,3189977.706957096
no,female,54,5445984.44987214
yes,female,62,5014329.765808882
no,female,57,4227848.042521547
yes,female,50,4606097.640821977
no,female,48,4016251.9333713483
no,male,52,4400688.036205973
yes,female,55,5885380.099019996
yes,male,50,6231245.246636676
yes,male,59,4838390.046830665
no,female,56,5320311.051888139
yes,female,56,5171570.5200115945
no,female,58,3342558.4316813666
yes,female,57,5361139.341251235
no,female,50,5251323.820047455
no,male,53,2593431.660887007
yes,male,51,6389167.330620531
no,male,55,5322633.248813504
yes,female,52,5888985.971389739
yes,female,48,5959691.509909566
no,female,50,3390302.6592950895
no,female,64,4751691.2201866815
yes,male,54,5849093.438354207
no,male,46,5730366.89647419
no,female,57,3639463.280122564
yes,male,44,4775819.407453518
yes,female,48,3026537.6997390673
no,female,58,4091316.9660449023
no,female,53,4563218.017262705
no,female,50,2598022.8194410284
no,female,54,4144423.672099626
yes,female,60,4645614.744982271
yes,female,46,5348940.565659225
yes,female,55,2409850.263434403
yes,male,49,6164864.891487706
no,male,47,3469884.990315946
no,female,49,4504733.889605426
no,male,56,4726034.043608568
yes,male,54,6032196.414974482
no,female,62,6476652.714846083
yes,male,65,7230627.875465963
yes,female,55,3933055.5469386335
no,female,73,5485769.07892282
no,male,51,4840291.667710282
no,female,52,4222128.951466909
no,female,54,4042128.212352337
no,female,55,3514853.909361024
yes,female,61,4396699.4418471195
no,male,47,5439874.973883585
yes,female,56,4645118.159625946
yes,male,57,8150105.464325788
yes,male,52,6694755.8271443425
yes,female,53,4400849.470973874
yes,female,61,5353727.950997131
yes,female,55,4077230.4238790665
no,female,58,4123986.959176741
yes,female,58,4375626.448678093
yes,female,64,4627479.359536367
no,female,53,3299494.1395596135
yes,male,54,7425401.9313691985
no,female,48,3019222.14297058
yes,male,53,3802372.324401657
no,female,61,7197158.560743748
yes,male,45,5786319.996343748
no,female,59,4342260.400812356
yes,male,62,6731970.838691243
yes,female,56,6514459.566210774
no,female,47,3046285.869610168
no,female,48,5346603.291373571
yes,male,60,5553323.018698746
no,female,61,7081971.538145846
no,female,50,3318276.3105605273
yes,male,56,6092027.810935742
no,male,46,6236621.6679559965
no,male,52,4263950.561332296
no,female,70,5090244.091120741
no,male,53,5606502.059676468
yes,female,58,3522866.600057486
no,male,51,6389361.598775058
yes,female,48,3363002.0010361383
yes,female,38,3367133.8599682264
yes,male,58,7758514.303562622
no,female,54,3645068.472912999
no,male,56,4377545.593582055
no,male,46,4401086.980667698
yes,male,60,7148630.2357642865
yes,female,70,5233825.467837633
no,female,42,2654319.3632708485
no,female,64,5722979.72256912
no,male,47,3430668.5316973724
no,male,61,6584394.055245597
no,male,67,7150185.899585996
no,male,48,4746541.482570923
yes,female,58,5528696.253137557
no,male,51,4507443.2130751265
yes,male,39,3184932.796750028
no,male,51,3976968.36343512
yes,female,53,4941061.679396386
no,female,55,3102203.6081665205
no,female,52,4480515.572862657
yes,male,50,5873050.355953078
yes,female,48,4621261.153654145
yes,male,41,5636469.2843336
yes,male,45,6028869.764295234
no,female,50,2193530.87113094
no,female,57,3545960.3993513584
yes,male,56,7653615.582553094
yes,female,54,4190104.9922183873
no,female,67,4028224.229369749
yes,female,53,5918104.325944297
yes,male,59,6830774.40631208
no,female,51,5149165.3149052495
no,female,57,3758688.3765005246
yes,female,52,6880299.612047264
no,male,45,3292545.3263348816
no,female,52,2830528.331593303
yes,male,47,4053185.912067788
no,male,56,4167055.9485051217
no,female,61,5335944.810023282
yes,female,56,6264956.189814113
yes,female,65,6010704.398935911
yes,female,45,5597611.951651196
yes,male,65,5527577.097888422
no,female,46,3768080.8762059803
yes,female,51,2988239.433517532
yes,male,57,4951156.524911514
yes,female,43,4850009.588057343
yes,female,65,6360579.535575561
no,female,53,3721746.8364548236
yes,female,58,6190053.192937889
no,female,53,5049049.73394107
yes,female,55,5168370.851166175
yes,female,53,4632369.109976209
no,male,57,6246912.050653623
yes,female,55,4475454.7010809025
no,male,66,5281958.713092548
no,male,44,4823566.870108159
yes,female,60,6070499.126768818
no,female,58,5011613.549336354
yes,male,44,6132274.948233325
yes,female,50,3640181.129126304
no,female,55,4328182.777880324
yes,female,42,2027094.4394354282
yes,female,54,5027734.269491113
no,female,43,2422647.9619865143
no,male,43,6173375.814278992
no,male,50,5043692.491812532
yes,female,54,5815072.156850306
no,male,50,6461757.540882538
yes,male,55,6524003.879666474
no,female,62,5322644.163718077
yes,female,55,5828045.765673331
no,male,54,6396393.731081566
yes,male,49,5258293.862846487
yes,male,40,5334874.008308589
no,male,54,6094874.194270337
no,female,61,5510355.451750952
yes,male,60,6394680.910479405
no,female,59,4601200.803003372
yes,male,68,10000000
no,male,65,5714981.726091686
yes,female,68,5886087.243231532
yes,male,51,5425631.869998202
yes,male,53,6527628.240289754
yes,female,56,6713946.731565727
no,female,41,2263091.9071184597
yes,female,60,3899451.568943804
no,female,53,3992813.445377952
no,male,47,4882420.905387735
no,female,40,2872206.386977259
no,male,51,6478153.885179249
yes,female,64,6327841.733413216
no,male,65,5743640.890418077
no,male,61,5814846.0684116455
no,male,63,6504313.940536993
yes,female,44,3201154.7206675736
yes,female,51,4457327.127042666
no,female,59,7240191.37934365
no,male,51,5533783.789549775
no,female,50,4140518.2796145827
yes,female,55,4624421.164099727
yes,female,49,5644245.595224409
yes,male,66,6961080.06561451
no,female,54,4303608.282084105
yes,female,55,5709430.6427005
no,male,47,4221269.337619413
no,female,38,1505725.784338009
no,male,62,6555466.788834032
yes,male,58,7618149.818396562
no,male,44,4534982.676988269
yes,female,51,3387203.106833418
no,female,51,3518760.5427408805
no,male,54,6222628.688981101
no,female,51,3365567.994630499
yes,female,68,5842439.857238836
no,male,55,5641169.922735426
no,female,50,4471491.354905262
yes,male,56,5622760.083805306
no,male,58,5892106.12169342
yes,male,57,5326639.149475944
no,female,52,4728154.9349406995
no,male,51,6103517.823050891
yes,female,46,3480229.3091605892
yes,female,59,3101606.7794399615
yes,male,47,5506321.492614917
yes,female,41,5271012.691538693
yes,female,53,4410959.9979947405
yes,male,50,4411135.887031851
no,female,48,2903470.7939521144
no,male,56,4712663.99349188
no,female,58,6349402.807824389
no,female,58,5724004.122770009
yes,female,50,2852211.934206141
no,male,45,3544532.2029548343
no,male,58,6153000.51092627
yes,male,49,6285872.61249172
yes,male,46,5095504.509130678
no,male,43,3359539.633537854
no,male,63,5642668.717743458
no,female,58,5010878.212171767
no,female,51,5197177.444311258
yes,male,62,5395952.744168494
yes,male,52,5644853.011399207
yes,male,60,4572878.047073162
yes,male,47,4319075.543344391
no,female,52,2439526.6424081502
yes,female,53,4795983.399355906
yes,male,57,6000621.578293033
yes,male,60,6317760.27224385
yes,female,53,4295494.592616165
no,male,54,5388032.498061301
no,male,65,6338930.909248365
yes,female,57,4322283.5297590485
no,female,65,5188919.847222592
yes,female,52,5681047.402880866
no,male,51,4104114.296637568
no,female,64,5754792.54666701
no,female,54,3347078.8017884525
yes,male,58,6658878.842784873
no,male,54,6333282.383354094
yes,female,50,4619662.05898046
no,female,42,1399807.3972477522
no,male,63,6479449.424903898
no,male,51,4508277.047702612
no,male,57,5692031.441555548
no,female,64,5936739.7616494475
yes,female,53,5266591.7780989
yes,male,51,5395903.866904638
no,male,54,5701700.64066416
no,female,53,4001543.4961116165
yes,male,51,5718213.88280619
no,male,59,7434923.558452205
yes,male,46,4997674.365926466
yes,male,50,5968597.096070375
yes,male,54,5783738.347291112
no,female,42,2675322.754403608
no,male,54,5839604.660006577
yes,female,64,6969321.997790934
yes,male,54,6469120.153239089
no,male,67,6811345.0688802935
no,female,49,3435688.662559209
yes,female,60,5465925.837747444
no,male,56,4614594.961008771
no,female,56,4932341.794969624
yes,female,62,5889834.827416582
yes,female,67,6193123.118220362
no,male,55,3960403.4733089455
yes,female,49,4950394.138481887
no,male,51,6784806.971246425
no,male,59,5026649.358373499
no,male,51,5058521.492824494
no,male,47,4145825.5278783063
no,male,42,6763567.431139059
yes,male,63,6729235.66510483
yes,male,66,8129438.498264553
no,female,53,5145555.144636441
yes,female,54,6329979.569021045
no,female,58,3725099.1272173245
no,male,56,7382776.96749895
no,female,61,5834545.240304772
no,male,48,4033934.773650538
yes,female,55,6792933.845703146
no,female,47,4342756.763049489
no,female,51,2993434.60810095
no,female,46,3310060.3919790643
no,male,39,2810056.911827534
yes,female,49,4686038.544571331
yes,male,54,5882721.168805277
no,male,52,3658329.715918883
no,female,59,5357117.875354032
no,female,55,5054895.019265947
no,male,59,5681215.628994992
yes,male,57,6383679.371488006
no,female,55,2951529.591786301
yes,male,54,7145306.142698093
yes,male,49,4498798.850703211
no,male,52,5633815.90289936
no,female,69,4204708.394700842
no,female,54,3655036.3051614207
no,female,56,4254799.359643399
no,male,53,4541170.775192674
yes,male,61,7613401.020830305
no,male,58,5779181.140697602
no,male,62,4832513.671616614
yes,female,46,3130927.1504681245
no,female,57,2138052.272409492
yes,male,60,6803879.401492546
yes,female,48,5230393.646193374
yes,male,50,6613106.346744189
yes,male,52,4332877.987080366
yes,male,57,5256620.463379292
no,female,63,5521905.264331338
yes,male,45,5962965.993192624
no,female,50,4612281.976694277
no,female,58,3911088.261913945
yes,female,48,4257141.319581002
no,male,61,5951201.283916197
yes,male,53,5147410.4120242
no,male,63,5228072.658990658
no,male,50,4974677.690191361
no,male,49,7663307.805503861
no,female,49,5222464.84015982
no,female,57,4955758.761692351
yes,female,58,6495070.889619831
yes,female,55,4291774.3550030645
no,female,56,3843708.5636149226
yes,female,52,4706454.89289236
yes,female,45,3772417.370046025
yes,male,49,5203084.990350727
no,male,54,5028876.933955969
yes,male,52,5481336.215471145
no,male,55,6219594.145793499
no,female,56,3422450.0888709077
yes,female,61,8026262.933664855
no,female,52,5433326.76686419
no,male,36,2778908.8232684503
yes,male,46,4185245.4592995164
no,female,49,4511655.383248503
no,male,55,4814122.6022667475
yes,female,43,4088729.0722559816
no,male,43,5263234.665166628
no,male,62,5902782.83652694
no,female,50,6577177.662424881
no,male,57,3783206.670384042
yes,male,50,6151352.487511968
yes,female,32,5021637.182638433
no,female,44,2953570.949022658
no,female,53,4546092.561823657
no,female,60,2976681.1698137154
yes,male,51,6283592.504262631
yes,male,57,6220186.978805753
yes,male,57,7009937.032620362
yes,male,41,2371536.314534235
yes,male,54,5240502.454321682
no,female,43,3225447.4960497757
yes,female,57,5880140.57716971
no,female,54,4722749.458021726
yes,female,57,5246296.000948844
no,female,51,3845678.21608376
yes,male,51,5292603.969445595
yes,female,62,4520401.615522149
yes,male,43,4757208.586488301
no,female,54,4822964.244207909
yes,female,61,6272416.650323127
no,male,41,6315426.714391044
yes,female,56,5289348.895827812
no,male,58,5942754.727601655
yes,female,50,4909053.215606641
no,female,57,4681767.897197951
yes,male,50,6046123.841683903
yes,male,50,4932758.942057515
no,female,64,5958778.328694796
no,male,62,5477075.668123381
yes,male,49,6268950.138078236
no,male,51,5950622.562207222
yes,male,42,3602762.7704315265
no,male,44,5527091.858767255
yes,female,48,4230607.413632876
no,female,52,1313615.5378260182
no,male,52,5070769.545306542
yes,female,47,2742031.7706563673
no,female,50,5022140.277058314
no,male,48,3876026.512780036
no,male,54,5276467.294779372
no,male,72,6865006.717141468
no,female,68,5532082.058094616
yes,male,40,3858513.8848508378
no,male,49,5396989.26580756
no,female,54,3379223.115676488
no,male,40,4865636.917614354
no,female,43,4221282.189902005
yes,male,49,4704410.675716077
no,female,57,3223887.1665168405
yes,female,56,4914713.988647429
yes,female,56,3953079.1236575297
no,male,41,4703840.718518652
no,male,60,5830753.300208295
yes,female,65,4554816.678694002
no,female,52,3037779.2600424327
yes,male,44,4923621.980580879
no,female,51,3541490.720865826
yes,female,59,5166299.299241906
yes,male,53,4954465.089754381
yes,male,48,6797137.621385111
no,male,58,4108306.7070152266
no,male,54,5234080.709446083
yes,female,53,4373945.217071128
yes,female,53,4817678.215913271
yes,male,52,6625824.65645715
no,male,58,6502137.30597982
yes,female,58,2987784.2486016927
yes,male,56,6415960.376251259
yes,female,61,4819263.29086946
no,female,53,3982145.269992655
yes,male,61,4974891.947969673
no,male,65,6754725.216224806
yes,female,46,2846159.4223488993
no,female,50,2229326.9175498355
no,female,58,4417701.665583143
no,male,64,8100180.220466693
no,female,52,5165927.432928165
no,female,60,5812807.614206662
no,female,54,3940740.0317728333
yes,male,51,5459507.825780176
yes,female,61,6032549.091312619
yes,male,56,5501214.479946516
yes,male,46,4911441.597592378
yes,male,40,3745309.5237462916
no,female,54,4035022.6759552094
no,male,50,5398903.601641189
no,male,63,7061320.079209797
yes,female,60,5435547.945029112
no,female,54,4477492.8651440125
no,female,42,4940443.3122227965
no,male,54,4428156.380895086
no,male,51,6258720.482089518
yes,female,59,5631482.594674869
yes,female,52,4022812.5674833674
yes,male,50,6176527.33031559
no,male,55,4024707.7407850963
yes,female,59,5561944.408547481
no,female,46,2859214.946789118
yes,female,57,3905641.629907254
yes,female,46,4958732.937233988
no,female,57,4988213.30844797
no,female,45,2794954.8540784223
no,female,54,5105233.581332566
no,male,49,5111156.846276066
no,female,58,3980943.784138938
no,male,51,4754545.188081316
yes,female,56,5011674.935560871
yes,male,63,6376097.512809423
no,male,49,4913934.815205302
yes,female,48,5767170.072333146
yes,female,56,5509829.53915613
no,female,45,4155029.540478974
yes,female,54,4825425.1751519535
no,male,53,5117367.692886211
yes,male,54,5048378.597227864
no,male,62,6175867.337907693
no,male,63,5704504.97839988
no,male,44,1951364.1049102144
no,male,59,5475002.7462832155
yes,female,50,5105227.1910897605
yes,male,45,6546402.68815647
yes,female,53,4488898.460418408
yes,female,49,3674367.9801740516
yes,male,45,4348902.952642776
no,female,45,3369386.716176241
no,female,52,4536742.105893936
no,female,53,3734348.0519116386
yes,male,56,6823528.130698058
yes,male,51,6501051.228210901
no,male,69,7864349.701947497
no,male,57,6322879.575731305
no,male,55,5183027.178845516
no,female,53,4699728.036605623
yes,female,50,4237530.77681951
yes,female,63,4547910.2948027
no,male,55,5311163.146161148
no,female,55,5015715.653809612
yes,male,54,4097478.53721474
no,female,53,3319188.393012566
no,female,40,1977925.2019329525
yes,female,56,4558189.311924159
no,male,53,6041434.2554296125
no,male,43,4798807.572878819
yes,female,45,2849968.7156020086
no,male,48,5413292.490161284
yes,female,55,5189360.469336714
no,male,55,6560893.455268247
no,male,46,4365454.346065367
no,female,57,6023218.643673364
no,male,44,4718267.76383648
yes,female,59,4745567.384284941
no,male,53,4770323.198805996
yes,male,46,5365596.680532871
no,male,53,5523947.817726926
yes,female,53,4983090.887421709
yes,female,40,4194999.200694818
